,date,time,location,catch
2113,2021-01-01,3,H5,2
2114,2021-01-01,3,H5,3
2115,2021-01-01,3,H5,0
2116,2021-01-01,4,H2,3
2117,2021-01-02,1,H3,3
2118,2021-01-02,1,H3,2
2119,2021-01-02,1,H3,2
2120,2021-01-02,3,H1,1
2121,2021-01-03,3,H4,2
2122,2021-01-03,3,H4,0
2123,2021-01-03,4,H1,3
2124,2021-01-04,1,H3,0
2125,2021-01-04,1,H3,4
2126,2021-01-04,1,H3,3
2127,2021-01-04,4,H6,0
2128,2021-01-04,4,H6,0
2129,2021-01-04,4,H6,3
2130,2021-01-04,4,H6,2
2131,2021-01-04,4,H6,2
2132,2021-01-06,4,H6,0
2133,2021-01-06,4,H6,3
2134,2021-01-06,4,H6,0
2135,2021-01-06,4,H6,0
2136,2021-01-06,4,H6,4
2137,2021-01-07,4,H4,0
2138,2021-01-07,4,H4,2
2139,2021-01-08,2,AB1,0
2140,2021-01-08,2,AB1,2
2141,2021-01-08,2,AB1,3
2142,2021-01-08,3,H2,2
2143,2021-01-08,4,H2,1
2144,2021-01-09,1,E,3
2145,2021-01-09,1,E,1
2146,2021-01-09,1,E,4
2147,2021-01-09,1,E,1
2148,2021-01-09,2,MBA,1
2149,2021-01-09,2,MBA,0
2150,2021-01-09,2,MBA,3
2151,2021-01-09,3,H6,2
2152,2021-01-09,3,H6,3
2153,2021-01-09,3,H6,0
2154,2021-01-09,3,H6,2
2155,2021-01-09,4,H2,2
2156,2021-01-10,2,AB3,0
2157,2021-01-10,2,AB3,3
2158,2021-01-10,2,AB3,1
2159,2021-01-10,2,AB3,1
2160,2021-01-10,3,H2,4
2161,2021-01-10,4,H2,4
2162,2021-01-11,3,H2,4
2163,2021-01-11,4,E,4
2164,2021-01-11,4,E,1
2165,2021-01-11,4,E,3
2166,2021-01-11,4,E,1
2167,2021-01-12,2,MBA,0
2168,2021-01-12,2,MBA,2
2169,2021-01-12,2,MBA,4
2170,2021-01-12,3,H2,4
2171,2021-01-13,1,E,4
2172,2021-01-13,1,E,4
2173,2021-01-13,1,E,3
2174,2021-01-13,1,E,3
2175,2021-01-13,3,H5,1
2176,2021-01-13,3,H5,3
2177,2021-01-13,3,H5,0
2178,2021-01-13,3,H5,3
2179,2021-01-13,4,H1,4
2180,2021-01-14,1,H1,2
2181,2021-01-15,4,H4,3
2182,2021-01-15,4,H4,0
2183,2021-01-16,3,H1,4
2184,2021-01-17,1,H4,1
2185,2021-01-17,1,H4,4
2186,2021-01-18,2,AB3,3
2187,2021-01-18,2,AB3,4
2188,2021-01-18,2,AB3,3
2189,2021-01-18,2,AB3,2
2190,2021-01-18,3,H4,2
2191,2021-01-18,3,H4,0
2192,2021-01-18,4,H4,4
2193,2021-01-18,4,H4,1
2194,2021-01-19,1,H4,3
2195,2021-01-19,1,H4,3
2196,2021-01-19,3,H4,3
2197,2021-01-19,3,H4,2
2198,2021-01-19,4,E,3
2199,2021-01-19,4,E,1
2200,2021-01-19,4,E,4
2201,2021-01-19,4,E,0
2202,2021-01-20,3,H4,1
2203,2021-01-20,3,H4,1
2204,2021-01-21,3,H1,0
2205,2021-01-22,2,AB2,4
2206,2021-01-22,2,AB2,4
2207,2021-01-22,2,AB2,2
2208,2021-01-22,3,H3,3
2209,2021-01-22,3,H3,2
2210,2021-01-22,4,H1,3
2211,2021-01-23,2,MBA,1
2212,2021-01-23,2,MBA,1
2213,2021-01-23,2,MBA,0
2214,2021-01-23,3,H1,1
2215,2021-01-23,4,H6,2
2216,2021-01-23,4,H6,0
2217,2021-01-23,4,H6,4
2218,2021-01-23,4,H6,4
2219,2021-01-23,4,H6,4
2220,2021-01-24,2,AB3,2
2221,2021-01-24,2,AB3,1
2222,2021-01-24,2,AB3,0
2223,2021-01-24,2,AB3,4
2224,2021-01-24,3,H2,4
2225,2021-01-25,1,H6,0
2226,2021-01-25,1,H6,1
2227,2021-01-25,1,H6,2
2228,2021-01-25,1,H6,3
2229,2021-01-25,1,H6,2
2230,2021-01-25,3,H6,2
2231,2021-01-25,3,H6,1
2232,2021-01-25,3,H6,4
2233,2021-01-25,3,H6,4
2234,2021-01-26,1,H4,0
2235,2021-01-26,1,H4,3
2236,2021-01-26,4,H2,2
2237,2021-01-27,1,H6,2
2238,2021-01-27,1,H6,0
2239,2021-01-27,1,H6,0
2240,2021-01-27,1,H6,3
2241,2021-01-27,1,H6,2
2242,2021-01-27,3,C2,3
2243,2021-01-27,3,C2,2
2244,2021-01-27,3,C2,0
2245,2021-01-27,3,C2,3
2246,2021-01-27,3,C2,1
2247,2021-01-27,3,C2,4
2248,2021-01-27,4,H5,2
2249,2021-01-27,4,H5,4
2250,2021-01-27,4,H5,1
2251,2021-01-27,4,H5,2
2252,2021-01-27,4,H5,3
2253,2021-01-28,3,H5,4
2254,2021-01-28,3,H5,4
2255,2021-01-28,3,H5,0
2256,2021-01-28,3,H5,3
2257,2021-01-29,3,C2,2
2258,2021-01-29,3,C2,3
2259,2021-01-29,3,C2,3
2260,2021-01-29,3,C2,3
2261,2021-01-29,3,C2,1
2262,2021-01-29,3,C2,0
2263,2021-01-30,1,H4,2
2264,2021-01-30,1,H4,0
2265,2021-01-30,3,C1,1
2266,2021-01-30,3,C1,3
2267,2021-01-30,3,C1,3
2268,2021-01-30,4,H3,1
2269,2021-01-30,4,H3,0
2270,2021-01-31,1,H3,0
2271,2021-01-31,1,H3,3
2272,2021-01-31,1,H3,3
2273,2021-01-31,2,AB2,2
2274,2021-01-31,2,AB2,1
2275,2021-01-31,2,AB2,2
2276,2021-01-31,3,C2,3
2277,2021-01-31,3,C2,4
2278,2021-01-31,3,C2,2
2279,2021-01-31,3,C2,3
2280,2021-01-31,3,C2,4
2281,2021-01-31,3,C2,4
2282,2021-02-01,1,H2,0
2283,2021-02-01,2,AB3,1
2284,2021-02-01,2,AB3,3
2285,2021-02-01,2,AB3,2
2286,2021-02-01,2,AB3,1
2287,2021-02-01,3,C2,1
2288,2021-02-01,3,C2,2
2289,2021-02-01,3,C2,0
2290,2021-02-01,3,C2,2
2291,2021-02-01,3,C2,0
2292,2021-02-01,3,C2,2
2293,2021-02-01,4,E,1
2294,2021-02-01,4,E,3
2295,2021-02-01,4,E,2
2296,2021-02-01,4,E,0
2297,2021-02-02,1,E,3
2298,2021-02-02,1,E,4
2299,2021-02-02,1,E,4
2300,2021-02-02,1,E,4
2301,2021-02-03,2,AB2,1
2302,2021-02-03,2,AB2,2
2303,2021-02-03,2,AB2,1
2304,2021-02-03,4,H4,3
2305,2021-02-03,4,H4,2
2306,2021-02-04,1,H6,0
2307,2021-02-04,1,H6,3
2308,2021-02-04,1,H6,2
2309,2021-02-04,1,H6,1
2310,2021-02-04,1,H6,4
2311,2021-02-04,4,H4,0
2312,2021-02-04,4,H4,4
2313,2021-02-05,4,H6,2
2314,2021-02-05,4,H6,1
2315,2021-02-05,4,H6,3
2316,2021-02-05,4,H6,0
2317,2021-02-05,4,H6,4
2318,2021-02-06,1,H6,1
2319,2021-02-06,1,H6,4
2320,2021-02-06,1,H6,3
2321,2021-02-06,1,H6,4
2322,2021-02-06,1,H6,2
2323,2021-02-06,3,H6,0
2324,2021-02-06,3,H6,3
2325,2021-02-06,3,H6,2
2326,2021-02-06,3,H6,1
2327,2021-02-06,4,E,2
2328,2021-02-06,4,E,2
2329,2021-02-06,4,E,4
2330,2021-02-06,4,E,3
2331,2021-02-07,3,C2,2
2332,2021-02-07,3,C2,2
2333,2021-02-07,3,C2,2
2334,2021-02-07,3,C2,0
2335,2021-02-07,3,C2,0
2336,2021-02-07,3,C2,3
2337,2021-02-08,1,H2,2
2338,2021-02-09,1,H6,0
2339,2021-02-09,1,H6,1
2340,2021-02-09,1,H6,3
2341,2021-02-09,1,H6,2
2342,2021-02-09,1,H6,2
2343,2021-02-09,3,C1,0
2344,2021-02-09,3,C1,2
2345,2021-02-09,3,C1,4
2346,2021-02-10,1,H4,0
2347,2021-02-10,1,H4,0
2348,2021-02-10,3,C3,1
2349,2021-02-10,3,C3,2
2350,2021-02-10,3,C3,2
2351,2021-02-10,3,C3,0
2352,2021-02-11,3,H5,3
2353,2021-02-11,3,H5,3
2354,2021-02-11,3,H5,1
2355,2021-02-11,3,H5,3
2356,2021-02-11,4,E,4
2357,2021-02-11,4,E,4
2358,2021-02-11,4,E,1
2359,2021-02-11,4,E,2
2360,2021-02-12,1,H6,3
2361,2021-02-12,1,H6,2
2362,2021-02-12,1,H6,3
2363,2021-02-12,1,H6,2
2364,2021-02-12,1,H6,1
2365,2021-02-12,3,H4,3
2366,2021-02-12,3,H4,2
2367,2021-02-12,4,E,4
2368,2021-02-12,4,E,0
2369,2021-02-12,4,E,4
2370,2021-02-12,4,E,0
2371,2021-02-13,2,AB1,2
2372,2021-02-13,2,AB1,4
2373,2021-02-13,2,AB1,3
2374,2021-02-13,3,H4,1
2375,2021-02-13,3,H4,3
2376,2021-02-14,1,E,4
2377,2021-02-14,1,E,2
2378,2021-02-14,1,E,1
2379,2021-02-14,1,E,0
2380,2021-02-14,2,AB1,1
2381,2021-02-14,2,AB1,2
2382,2021-02-14,2,AB1,2
2383,2021-02-14,3,H6,4
2384,2021-02-14,3,H6,3
2385,2021-02-14,3,H6,0
2386,2021-02-14,3,H6,1
2387,2021-02-14,4,H3,4
2388,2021-02-14,4,H3,0
2389,2021-02-15,1,E,0
2390,2021-02-15,1,E,0
2391,2021-02-15,1,E,2
2392,2021-02-15,1,E,0
2393,2021-02-15,3,H1,4
2394,2021-02-15,4,H2,3
2395,2021-02-16,1,H6,0
2396,2021-02-16,1,H6,4
2397,2021-02-16,1,H6,2
2398,2021-02-16,1,H6,3
2399,2021-02-16,1,H6,1
2400,2021-02-16,2,AB2,2
2401,2021-02-16,2,AB2,2
2402,2021-02-16,2,AB2,3
2403,2021-02-16,3,H2,4
2404,2021-02-17,1,H4,4
2405,2021-02-17,1,H4,3
2406,2021-02-17,2,MBA,1
2407,2021-02-17,2,MBA,3
2408,2021-02-17,2,MBA,0
2409,2021-02-17,4,H1,0
2410,2021-02-18,1,H5,0
2411,2021-02-18,1,H5,1
2412,2021-02-18,1,H5,4
2413,2021-02-18,1,H5,2
2414,2021-02-18,3,H1,2
2415,2021-02-19,2,AB1,4
2416,2021-02-19,2,AB1,4
2417,2021-02-19,2,AB1,1
2418,2021-02-20,2,MBA,0
2419,2021-02-20,2,MBA,0
2420,2021-02-20,2,MBA,2
2421,2021-02-20,3,C1,0
2422,2021-02-20,3,C1,2
2423,2021-02-20,3,C1,2
2424,2021-02-20,4,E,0
2425,2021-02-20,4,E,3
2426,2021-02-20,4,E,2
2427,2021-02-20,4,E,1
2428,2021-02-21,3,H3,4
2429,2021-02-21,3,H3,0
2430,2021-02-21,4,H2,2
2431,2021-02-22,1,H5,1
2432,2021-02-22,1,H5,2
2433,2021-02-22,1,H5,4
2434,2021-02-22,1,H5,1
2435,2021-02-22,3,H6,3
2436,2021-02-22,3,H6,0
2437,2021-02-22,3,H6,4
2438,2021-02-22,3,H6,2
2439,2021-02-22,4,H1,1
2440,2021-02-23,1,H2,1
2441,2021-02-23,3,H1,3
2442,2021-02-24,1,H3,4
2443,2021-02-24,1,H3,3
2444,2021-02-24,1,H3,2
2445,2021-02-25,1,H3,2
2446,2021-02-25,1,H3,1
2447,2021-02-25,1,H3,4
2448,2021-02-25,3,C3,4
2449,2021-02-25,3,C3,3
2450,2021-02-25,3,C3,3
2451,2021-02-25,3,C3,3
2452,2021-02-25,4,H5,0
2453,2021-02-25,4,H5,2
2454,2021-02-25,4,H5,4
2455,2021-02-25,4,H5,1
2456,2021-02-25,4,H5,3
2457,2021-02-26,3,H6,3
2458,2021-02-26,3,H6,3
2459,2021-02-26,3,H6,3
2460,2021-02-26,3,H6,1
2461,2021-02-26,4,H6,2
2462,2021-02-26,4,H6,1
2463,2021-02-26,4,H6,3
2464,2021-02-26,4,H6,1
2465,2021-02-26,4,H6,1
2466,2021-02-27,3,H1,0
2467,2021-03-01,3,H2,4
2468,2021-03-01,4,H6,3
2469,2021-03-01,4,H6,3
2470,2021-03-01,4,H6,3
2471,2021-03-01,4,H6,2
2472,2021-03-01,4,H6,1
2473,2021-03-02,2,AB3,3
2474,2021-03-02,2,AB3,4
2475,2021-03-02,2,AB3,4
2476,2021-03-02,2,AB3,1
2477,2021-03-02,4,H4,1
2478,2021-03-02,4,H4,1
2479,2021-03-03,1,H3,1
2480,2021-03-03,1,H3,3
2481,2021-03-03,1,H3,0
2482,2021-03-03,2,AB2,4
2483,2021-03-03,2,AB2,0
2484,2021-03-03,2,AB2,0
2485,2021-03-03,3,H5,1
2486,2021-03-03,3,H5,3
2487,2021-03-03,3,H5,4
2488,2021-03-03,3,H5,2
2489,2021-03-03,4,H3,4
2490,2021-03-03,4,H3,3
2491,2021-03-04,4,H5,4
2492,2021-03-04,4,H5,1
2493,2021-03-04,4,H5,2
2494,2021-03-04,4,H5,4
2495,2021-03-04,4,H5,3
2496,2021-03-05,1,H1,2
2497,2021-03-06,2,AB3,3
2498,2021-03-06,2,AB3,2
2499,2021-03-06,2,AB3,4
2500,2021-03-06,2,AB3,1
2501,2021-03-06,4,H5,0
2502,2021-03-06,4,H5,3
2503,2021-03-06,4,H5,3
2504,2021-03-06,4,H5,4
2505,2021-03-06,4,H5,0
2506,2021-03-07,3,H4,4
2507,2021-03-07,3,H4,1
2508,2021-03-08,4,H5,3
2509,2021-03-08,4,H5,3
2510,2021-03-08,4,H5,2
2511,2021-03-08,4,H5,2
2512,2021-03-08,4,H5,3
2513,2021-03-09,1,H1,4
2514,2021-03-10,1,H3,4
2515,2021-03-10,1,H3,0
2516,2021-03-10,1,H3,1
2517,2021-03-11,1,H6,1
2518,2021-03-11,1,H6,0
2519,2021-03-11,1,H6,4
2520,2021-03-11,1,H6,4
2521,2021-03-11,1,H6,4
2522,2021-03-11,3,C2,1
2523,2021-03-11,3,C2,0
2524,2021-03-11,3,C2,0
2525,2021-03-11,3,C2,4
2526,2021-03-11,3,C2,1
2527,2021-03-11,3,C2,4
2528,2021-03-11,4,H5,4
2529,2021-03-11,4,H5,4
2530,2021-03-11,4,H5,2
2531,2021-03-11,4,H5,3
2532,2021-03-11,4,H5,2
2533,2021-03-12,1,H5,0
2534,2021-03-12,1,H5,0
2535,2021-03-12,1,H5,0
2536,2021-03-12,1,H5,4
2537,2021-03-12,3,C3,2
2538,2021-03-12,3,C3,1
2539,2021-03-12,3,C3,0
2540,2021-03-12,3,C3,4
2541,2021-03-13,3,H1,4
2542,2021-03-14,2,AB3,4
2543,2021-03-14,2,AB3,3
2544,2021-03-14,2,AB3,2
2545,2021-03-14,2,AB3,0
2546,2021-03-14,4,E,0
2547,2021-03-14,4,E,3
2548,2021-03-14,4,E,4
2549,2021-03-14,4,E,4
2550,2021-03-15,3,C2,4
2551,2021-03-15,3,C2,3
2552,2021-03-15,3,C2,3
2553,2021-03-15,3,C2,4
2554,2021-03-15,3,C2,4
2555,2021-03-15,3,C2,4
2556,2021-03-16,1,H2,0
2557,2021-03-16,3,H1,3
2558,2021-03-17,1,H4,4
2559,2021-03-17,1,H4,4
2560,2021-03-17,4,E,1
2561,2021-03-17,4,E,4
2562,2021-03-17,4,E,1
2563,2021-03-17,4,E,3
2564,2021-03-18,1,H5,3
2565,2021-03-18,1,H5,2
2566,2021-03-18,1,H5,0
2567,2021-03-18,1,H5,1
2568,2021-03-18,3,H6,2
2569,2021-03-18,3,H6,2
2570,2021-03-18,3,H6,4
2571,2021-03-18,3,H6,3
2572,2021-03-18,4,H6,4
2573,2021-03-18,4,H6,1
2574,2021-03-18,4,H6,4
2575,2021-03-18,4,H6,4
2576,2021-03-18,4,H6,3
2577,2021-03-19,3,H5,2
2578,2021-03-19,3,H5,3
2579,2021-03-19,3,H5,3
2580,2021-03-19,3,H5,4
2581,2021-03-19,4,E,0
2582,2021-03-19,4,E,3
2583,2021-03-19,4,E,1
2584,2021-03-19,4,E,1
2585,2021-03-20,1,H4,4
2586,2021-03-20,1,H4,4
2587,2021-03-21,3,H5,2
2588,2021-03-21,3,H5,4
2589,2021-03-21,3,H5,2
2590,2021-03-21,3,H5,2
2591,2021-03-21,4,H5,2
2592,2021-03-21,4,H5,2
2593,2021-03-21,4,H5,1
2594,2021-03-21,4,H5,3
2595,2021-03-21,4,H5,1
2596,2021-03-22,1,H5,2
2597,2021-03-22,1,H5,2
2598,2021-03-22,1,H5,2
2599,2021-03-22,1,H5,4
2600,2021-03-23,1,H2,1
2601,2021-03-24,2,AB3,1
2602,2021-03-24,2,AB3,0
2603,2021-03-24,2,AB3,2
2604,2021-03-24,2,AB3,4
2605,2021-03-24,3,C1,4
2606,2021-03-24,3,C1,0
2607,2021-03-24,3,C1,4
2608,2021-03-25,1,H4,0
2609,2021-03-25,1,H4,4
2610,2021-03-25,3,H3,4
2611,2021-03-25,3,H3,0
2612,2021-03-26,3,C2,4
2613,2021-03-26,3,C2,3
2614,2021-03-26,3,C2,1
2615,2021-03-26,3,C2,0
2616,2021-03-26,3,C2,3
2617,2021-03-26,3,C2,4
2618,2021-03-28,2,AB3,4
2619,2021-03-28,2,AB3,2
2620,2021-03-28,2,AB3,2
2621,2021-03-28,2,AB3,3
2622,2021-03-29,2,AB3,1
2623,2021-03-29,2,AB3,0
2624,2021-03-29,2,AB3,0
2625,2021-03-29,2,AB3,4
2626,2021-03-30,1,H5,4
2627,2021-03-30,1,H5,3
2628,2021-03-30,1,H5,2
2629,2021-03-30,1,H5,0
2630,2021-03-30,3,C1,2
2631,2021-03-30,3,C1,3
2632,2021-03-30,3,C1,1
2633,2021-03-31,3,C2,1
2634,2021-03-31,3,C2,1
2635,2021-03-31,3,C2,4
2636,2021-03-31,3,C2,1
2637,2021-03-31,3,C2,2
2638,2021-03-31,3,C2,0
2639,2021-03-31,4,H4,4
2640,2021-03-31,4,H4,3
2641,2021-04-01,3,H6,0
2642,2021-04-01,3,H6,3
2643,2021-04-01,3,H6,1
2644,2021-04-01,3,H6,4
2645,2021-04-01,4,H6,0
2646,2021-04-01,4,H6,4
2647,2021-04-01,4,H6,4
2648,2021-04-01,4,H6,3
2649,2021-04-01,4,H6,0
2650,2021-04-02,1,H1,3
2651,2021-04-03,1,H1,3
2652,2021-04-03,3,H3,1
2653,2021-04-03,3,H3,3
2654,2021-04-03,4,H2,4
2655,2021-04-04,3,C3,3
2656,2021-04-04,3,C3,2
2657,2021-04-04,3,C3,0
2658,2021-04-04,3,C3,0
2659,2021-04-04,4,H3,4
2660,2021-04-04,4,H3,2
2661,2021-04-05,1,H6,1
2662,2021-04-05,1,H6,3
2663,2021-04-05,1,H6,3
2664,2021-04-05,1,H6,1
2665,2021-04-05,1,H6,3
2666,2021-04-05,2,AB1,4
2667,2021-04-05,2,AB1,1
2668,2021-04-05,2,AB1,2
2669,2021-04-05,3,C2,1
2670,2021-04-05,3,C2,4
2671,2021-04-05,3,C2,4
2672,2021-04-05,3,C2,2
2673,2021-04-05,3,C2,3
2674,2021-04-05,3,C2,1
2675,2021-04-06,3,H1,0
2676,2021-04-07,1,E,3
2677,2021-04-07,1,E,0
2678,2021-04-07,1,E,1
2679,2021-04-07,1,E,0
2680,2021-04-07,3,C2,1
2681,2021-04-07,3,C2,0
2682,2021-04-07,3,C2,3
2683,2021-04-07,3,C2,0
2684,2021-04-07,3,C2,2
2685,2021-04-07,3,C2,0
2686,2021-04-08,1,H1,4
2687,2021-04-08,3,H3,3
2688,2021-04-08,3,H3,2
2689,2021-04-09,3,H2,0
2690,2021-04-09,4,H1,2
2691,2021-04-10,1,H5,0
2692,2021-04-10,1,H5,4
2693,2021-04-10,1,H5,0
2694,2021-04-10,1,H5,2
2695,2021-04-10,3,H6,0
2696,2021-04-10,3,H6,3
2697,2021-04-10,3,H6,2
2698,2021-04-10,3,H6,2
2699,2021-04-11,2,AB1,0
2700,2021-04-11,2,AB1,1
2701,2021-04-11,2,AB1,0
2702,2021-04-11,3,C2,3
2703,2021-04-11,3,C2,4
2704,2021-04-11,3,C2,1
2705,2021-04-11,3,C2,3
2706,2021-04-11,3,C2,3
2707,2021-04-11,3,C2,2
2708,2021-04-11,4,H1,4
2709,2021-04-12,1,H5,2
2710,2021-04-12,1,H5,2
2711,2021-04-12,1,H5,1
2712,2021-04-12,1,H5,1
2713,2021-04-12,3,H6,4
2714,2021-04-12,3,H6,0
2715,2021-04-12,3,H6,0
2716,2021-04-12,3,H6,3
2717,2021-04-12,4,H4,2
2718,2021-04-12,4,H4,1
2719,2021-04-13,1,H5,0
2720,2021-04-13,1,H5,3
2721,2021-04-13,1,H5,4
2722,2021-04-13,1,H5,0
2723,2021-04-13,2,AB1,4
2724,2021-04-13,2,AB1,1
2725,2021-04-13,2,AB1,4
2726,2021-04-13,3,C2,2
2727,2021-04-13,3,C2,1
2728,2021-04-13,3,C2,2
2729,2021-04-13,3,C2,2
2730,2021-04-13,3,C2,1
2731,2021-04-13,3,C2,2
2732,2021-04-13,4,H1,3
2733,2021-04-14,1,H5,2
2734,2021-04-14,1,H5,3
2735,2021-04-14,1,H5,0
2736,2021-04-14,1,H5,4
2737,2021-04-14,4,H5,3
2738,2021-04-14,4,H5,3
2739,2021-04-14,4,H5,1
2740,2021-04-14,4,H5,3
2741,2021-04-14,4,H5,0
2742,2021-04-15,2,MBA,0
2743,2021-04-15,2,MBA,1
2744,2021-04-15,2,MBA,0
2745,2021-04-15,3,C2,4
2746,2021-04-15,3,C2,1
2747,2021-04-15,3,C2,0
2748,2021-04-15,3,C2,2
2749,2021-04-15,3,C2,3
2750,2021-04-15,3,C2,0
2751,2021-04-16,1,H2,4
2752,2021-04-17,2,AB2,0
2753,2021-04-17,2,AB2,0
2754,2021-04-17,2,AB2,2
2755,2021-04-18,1,H5,4
2756,2021-04-18,1,H5,1
2757,2021-04-18,1,H5,4
2758,2021-04-18,1,H5,1
2759,2021-04-18,2,MBA,2
2760,2021-04-18,2,MBA,2
2761,2021-04-18,2,MBA,3
2762,2021-04-18,3,H1,4
2763,2021-04-18,4,E,1
2764,2021-04-18,4,E,4
2765,2021-04-18,4,E,2
2766,2021-04-18,4,E,0
2767,2021-04-19,3,H2,0
2768,2021-04-19,4,H3,4
2769,2021-04-19,4,H3,2
2770,2021-04-20,4,H3,0
2771,2021-04-20,4,H3,3
2772,2021-04-21,3,C2,4
2773,2021-04-21,3,C2,2
2774,2021-04-21,3,C2,0
2775,2021-04-21,3,C2,1
2776,2021-04-21,3,C2,1
2777,2021-04-21,3,C2,1
2778,2021-04-21,4,H3,1
2779,2021-04-21,4,H3,3
2780,2021-04-22,1,H5,3
2781,2021-04-22,1,H5,1
2782,2021-04-22,1,H5,2
2783,2021-04-22,1,H5,0
2784,2021-04-22,3,H1,3
2785,2021-04-22,4,E,3
2786,2021-04-22,4,E,0
2787,2021-04-22,4,E,3
2788,2021-04-22,4,E,1
2789,2021-04-23,2,AB3,2
2790,2021-04-23,2,AB3,2
2791,2021-04-23,2,AB3,4
2792,2021-04-23,2,AB3,3
2793,2021-04-23,4,H1,3
2794,2021-04-24,3,H6,4
2795,2021-04-24,3,H6,4
2796,2021-04-24,3,H6,3
2797,2021-04-24,3,H6,1
2798,2021-04-25,3,C2,1
2799,2021-04-25,3,C2,1
2800,2021-04-25,3,C2,1
2801,2021-04-25,3,C2,1
2802,2021-04-25,3,C2,1
2803,2021-04-25,3,C2,0
2804,2021-04-25,4,H4,3
2805,2021-04-25,4,H4,4
2806,2021-04-26,3,H4,4
2807,2021-04-26,3,H4,2
2808,2021-04-27,3,C2,1
2809,2021-04-27,3,C2,3
2810,2021-04-27,3,C2,3
2811,2021-04-27,3,C2,3
2812,2021-04-27,3,C2,0
2813,2021-04-27,3,C2,0
2814,2021-04-27,4,H2,3
2815,2021-04-28,1,H3,3
2816,2021-04-28,1,H3,0
2817,2021-04-28,1,H3,3
2818,2021-04-28,3,H4,0
2819,2021-04-28,3,H4,4
2820,2021-04-30,3,C2,3
2821,2021-04-30,3,C2,3
2822,2021-04-30,3,C2,2
2823,2021-04-30,3,C2,2
2824,2021-04-30,3,C2,1
2825,2021-04-30,3,C2,2
2826,2021-05-01,1,E,2
2827,2021-05-01,1,E,0
2828,2021-05-01,1,E,2
2829,2021-05-01,1,E,3
2830,2021-05-02,3,C2,3
2831,2021-05-02,3,C2,1
2832,2021-05-02,3,C2,3
2833,2021-05-02,3,C2,2
2834,2021-05-02,3,C2,4
2835,2021-05-02,3,C2,4
2836,2021-05-03,1,H1,1
2837,2021-05-03,3,C1,0
2838,2021-05-03,3,C1,0
2839,2021-05-03,3,C1,3
2840,2021-05-04,2,AB2,4
2841,2021-05-04,2,AB2,1
2842,2021-05-04,2,AB2,1
2843,2021-05-05,2,MBA,0
2844,2021-05-05,2,MBA,1
2845,2021-05-05,2,MBA,2
2846,2021-05-05,4,H1,2
2847,2021-05-06,1,H2,3
2848,2021-05-06,2,AB1,0
2849,2021-05-06,2,AB1,1
2850,2021-05-06,2,AB1,1
2851,2021-05-06,3,C1,2
2852,2021-05-06,3,C1,2
2853,2021-05-06,3,C1,3
2854,2021-05-06,4,H6,2
2855,2021-05-06,4,H6,3
2856,2021-05-06,4,H6,1
2857,2021-05-06,4,H6,1
2858,2021-05-06,4,H6,2
2859,2021-05-07,2,AB3,1
2860,2021-05-07,2,AB3,3
2861,2021-05-07,2,AB3,0
2862,2021-05-07,2,AB3,1
2863,2021-05-08,2,MBA,2
2864,2021-05-08,2,MBA,1
2865,2021-05-08,2,MBA,3
2866,2021-05-09,1,H5,2
2867,2021-05-09,1,H5,3
2868,2021-05-09,1,H5,4
2869,2021-05-09,1,H5,2
2870,2021-05-09,2,AB2,0
2871,2021-05-09,2,AB2,1
2872,2021-05-09,2,AB2,3
2873,2021-05-09,3,H6,1
2874,2021-05-09,3,H6,0
2875,2021-05-09,3,H6,4
2876,2021-05-09,3,H6,4
2877,2021-05-10,1,H3,2
2878,2021-05-10,1,H3,0
2879,2021-05-10,1,H3,0
2880,2021-05-10,2,AB2,1
2881,2021-05-10,2,AB2,2
2882,2021-05-10,2,AB2,2
2883,2021-05-10,3,H1,2
2884,2021-05-10,4,E,1
2885,2021-05-10,4,E,4
2886,2021-05-10,4,E,4
2887,2021-05-10,4,E,1
2888,2021-05-11,3,C1,1
2889,2021-05-11,3,C1,4
2890,2021-05-11,3,C1,3
2891,2021-05-11,4,H5,4
2892,2021-05-11,4,H5,2
2893,2021-05-11,4,H5,1
2894,2021-05-11,4,H5,4
2895,2021-05-11,4,H5,4
2896,2021-05-12,1,H6,2
2897,2021-05-12,1,H6,0
2898,2021-05-12,1,H6,1
2899,2021-05-12,1,H6,4
2900,2021-05-12,1,H6,0
2901,2021-05-12,3,H6,4
2902,2021-05-12,3,H6,0
2903,2021-05-12,3,H6,2
2904,2021-05-12,3,H6,4
2905,2021-05-12,4,H1,3
2906,2021-05-13,1,H2,4
2907,2021-05-13,3,H6,3
2908,2021-05-13,3,H6,1
2909,2021-05-13,3,H6,4
2910,2021-05-13,3,H6,4
2911,2021-05-14,1,H5,0
2912,2021-05-14,1,H5,2
2913,2021-05-14,1,H5,2
2914,2021-05-14,1,H5,0
2915,2021-05-14,2,MBA,1
2916,2021-05-14,2,MBA,3
2917,2021-05-14,2,MBA,3
2918,2021-05-14,3,C1,2
2919,2021-05-14,3,C1,0
2920,2021-05-14,3,C1,4
2921,2021-05-14,4,H6,2
2922,2021-05-14,4,H6,4
2923,2021-05-14,4,H6,3
2924,2021-05-14,4,H6,3
2925,2021-05-14,4,H6,3
2926,2021-05-15,3,H5,4
2927,2021-05-15,3,H5,0
2928,2021-05-15,3,H5,1
2929,2021-05-15,3,H5,2
2930,2021-05-16,2,AB1,1
2931,2021-05-16,2,AB1,2
