,date,time,species,catch,effort,boat,location
4989,2020-03-17,3,species2,186,359,boat6,C3
4990,2020-03-17,3,species3,9,359,boat6,C3
4991,2020-03-17,3,species4,54,359,boat6,C3
4992,2020-03-17,3,species1,54,54,boat2,H1
4993,2020-03-17,4,species5,70,148,boat5,H4
4994,2020-03-17,4,species11,78,148,boat5,H4
4995,2020-03-17,4,species2,618,618,boat6,H2
4996,2020-03-17,4,species3,50,216,boat8,H6
4997,2020-03-17,4,species6,48,216,boat8,H6
4998,2020-03-17,4,species8,101,216,boat8,H6
4999,2020-03-17,4,species9,15,216,boat8,H6
5000,2020-03-17,4,species12,2,216,boat8,H6
5001,2020-03-17,4,species3,30,262,boat4,H6
5002,2020-03-17,4,species6,20,262,boat4,H6
5003,2020-03-17,4,species8,164,262,boat4,H6
5004,2020-03-17,4,species9,30,262,boat4,H6
5005,2020-03-17,4,species12,18,262,boat4,H6
5006,2020-03-17,4,species3,36,460,boat3,H5
5007,2020-03-17,4,species6,4,460,boat3,H5
5008,2020-03-17,4,species8,374,460,boat3,H5
5009,2020-03-17,4,species9,21,460,boat3,H5
5010,2020-03-17,4,species12,25,460,boat3,H5
5011,2020-03-17,4,species5,68,128,boat7,H4
5012,2020-03-17,4,species11,60,128,boat7,H4
5013,2020-03-17,4,species4,34,365,boat9,E
5014,2020-03-17,4,species7,115,365,boat9,E
5015,2020-03-17,4,species10,56,365,boat9,E
5016,2020-03-17,4,species13,160,365,boat9,E
5017,2020-03-17,4,species2,454,454,boat10,H2
5018,2020-03-18,1,species8,233,319,boat10,H4
5019,2020-03-18,1,species11,86,319,boat10,H4
5020,2020-03-18,2,species1,243,728,boat1,AB3
5021,2020-03-18,2,species2,420,728,boat1,AB3
5022,2020-03-18,2,species3,32,728,boat1,AB3
5023,2020-03-18,2,species4,33,728,boat1,AB3
5024,2020-03-18,2,species5,476,533,boat5,AB2
5025,2020-03-18,2,species6,45,533,boat5,AB2
5026,2020-03-18,2,species7,12,533,boat5,AB2
5027,2020-03-18,2,species5,512,767,boat10,AB2
5028,2020-03-18,2,species6,7,767,boat10,AB2
5029,2020-03-18,2,species7,248,767,boat10,AB2
5030,2020-03-18,2,species1,144,752,boat6,AB3
5031,2020-03-18,2,species2,268,752,boat6,AB3
5032,2020-03-18,2,species3,317,752,boat6,AB3
5033,2020-03-18,2,species4,23,752,boat6,AB3
5034,2020-03-18,2,species11,95,237,boat3,MBA
5035,2020-03-18,2,species12,24,237,boat3,MBA
5036,2020-03-18,2,species13,118,237,boat3,MBA
5037,2020-03-18,2,species1,347,720,boat7,AB3
5038,2020-03-18,2,species2,52,720,boat7,AB3
5039,2020-03-18,2,species3,253,720,boat7,AB3
5040,2020-03-18,2,species4,68,720,boat7,AB3
5041,2020-03-18,2,species8,56,181,boat4,AB1
5042,2020-03-18,2,species9,27,181,boat4,AB1
5043,2020-03-18,2,species10,98,181,boat4,AB1
5044,2020-03-18,2,species5,392,474,boat8,AB2
5045,2020-03-18,2,species6,68,474,boat8,AB2
5046,2020-03-18,2,species7,14,474,boat8,AB2
5047,2020-03-18,3,species3,160,276,boat4,H5
5048,2020-03-18,3,species6,29,276,boat4,H5
5049,2020-03-18,3,species9,48,276,boat4,H5
5050,2020-03-18,3,species12,39,276,boat4,H5
5051,2020-03-18,3,species1,165,165,boat2,H1
5052,2020-03-18,3,species3,21,71,boat7,H6
5053,2020-03-18,3,species6,43,71,boat7,H6
5054,2020-03-18,3,species9,7,71,boat7,H6
5055,2020-03-18,3,species12,0,71,boat7,H6
5056,2020-03-18,3,species1,146,146,boat6,H1
5057,2020-03-18,3,species5,322,348,boat8,H3
5058,2020-03-18,3,species8,26,348,boat8,H3
5059,2020-03-18,3,species1,124,124,boat5,H1
5060,2020-03-18,4,species3,121,451,boat8,H5
5061,2020-03-18,4,species6,6,451,boat8,H5
5062,2020-03-18,4,species8,212,451,boat8,H5
5063,2020-03-18,4,species9,65,451,boat8,H5
5064,2020-03-18,4,species12,47,451,boat8,H5
5065,2020-03-18,4,species5,348,364,boat7,H3
5066,2020-03-18,4,species11,16,364,boat7,H3
5067,2020-03-18,4,species5,17,34,boat4,H3
5068,2020-03-18,4,species11,17,34,boat4,H3
5069,2020-03-19,1,species2,758,758,boat10,H2
5070,2020-03-19,1,species3,61,173,boat3,H5
5071,2020-03-19,1,species6,46,173,boat3,H5
5072,2020-03-19,1,species9,27,173,boat3,H5
5073,2020-03-19,1,species12,39,173,boat3,H5
5074,2020-03-19,1,species4,47,692,boat8,E
5075,2020-03-19,1,species7,253,692,boat8,E
5076,2020-03-19,1,species10,154,692,boat8,E
5077,2020-03-19,1,species13,238,692,boat8,E
5078,2020-03-19,1,species1,301,301,boat7,H1
5079,2020-03-19,2,species11,78,223,boat4,MBA
5080,2020-03-19,2,species12,51,223,boat4,MBA
5081,2020-03-19,2,species13,94,223,boat4,MBA
5082,2020-03-19,3,species1,48,469,boat4,C3
5083,2020-03-19,3,species2,363,469,boat4,C3
5084,2020-03-19,3,species3,13,469,boat4,C3
5085,2020-03-19,3,species4,45,469,boat4,C3
5086,2020-03-19,3,species5,293,641,boat6,H3
5087,2020-03-19,3,species8,348,641,boat6,H3
5088,2020-03-19,3,species5,280,456,boat2,H3
5089,2020-03-19,3,species8,176,456,boat2,H3
5090,2020-03-19,4,species2,146,146,boat2,H2
5091,2020-03-19,4,species5,70,110,boat10,H4
5092,2020-03-19,4,species11,40,110,boat10,H4
5093,2020-03-19,4,species3,140,381,boat9,H6
5094,2020-03-19,4,species6,26,381,boat9,H6
5095,2020-03-19,4,species8,176,381,boat9,H6
5096,2020-03-19,4,species9,14,381,boat9,H6
5097,2020-03-19,4,species12,25,381,boat9,H6
5098,2020-03-19,4,species5,6,25,boat5,H4
5099,2020-03-19,4,species11,19,25,boat5,H4
5100,2020-03-19,4,species3,38,306,boat8,H5
5101,2020-03-19,4,species6,40,306,boat8,H5
5102,2020-03-19,4,species8,142,306,boat8,H5
5103,2020-03-19,4,species9,66,306,boat8,H5
5104,2020-03-19,4,species12,20,306,boat8,H5
5105,2020-03-20,1,species2,540,540,boat1,H2
5106,2020-03-20,1,species2,694,694,boat8,H2
5107,2020-03-20,1,species5,197,554,boat9,H3
5108,2020-03-20,1,species8,348,554,boat9,H3
5109,2020-03-20,1,species11,9,554,boat9,H3
5110,2020-03-20,1,species4,78,463,boat7,E
5111,2020-03-20,1,species7,67,463,boat7,E
5112,2020-03-20,1,species10,128,463,boat7,E
5113,2020-03-20,1,species13,190,463,boat7,E
5114,2020-03-20,1,species3,101,231,boat4,H5
5115,2020-03-20,1,species6,35,231,boat4,H5
5116,2020-03-20,1,species9,50,231,boat4,H5
5117,2020-03-20,1,species12,45,231,boat4,H5
5118,2020-03-20,2,species1,199,973,boat9,AB3
5119,2020-03-20,2,species2,461,973,boat9,AB3
5120,2020-03-20,2,species3,267,973,boat9,AB3
5121,2020-03-20,2,species4,46,973,boat9,AB3
5122,2020-03-20,2,species5,284,533,boat5,AB2
5123,2020-03-20,2,species6,23,533,boat5,AB2
5124,2020-03-20,2,species7,226,533,boat5,AB2
5125,2020-03-20,2,species1,306,658,boat1,AB3
5126,2020-03-20,2,species2,31,658,boat1,AB3
5127,2020-03-20,2,species3,300,658,boat1,AB3
5128,2020-03-20,2,species4,21,658,boat1,AB3
5129,2020-03-20,2,species11,85,162,boat7,MBA
5130,2020-03-20,2,species12,19,162,boat7,MBA
5131,2020-03-20,2,species13,58,162,boat7,MBA
5132,2020-03-20,2,species5,71,171,boat2,AB2
5133,2020-03-20,2,species6,52,171,boat2,AB2
5134,2020-03-20,2,species7,48,171,boat2,AB2
5135,2020-03-20,2,species1,22,489,boat6,AB3
5136,2020-03-20,2,species2,184,489,boat6,AB3
5137,2020-03-20,2,species3,263,489,boat6,AB3
5138,2020-03-20,2,species4,20,489,boat6,AB3
5139,2020-03-20,2,species11,85,329,boat10,MBA
5140,2020-03-20,2,species12,11,329,boat10,MBA
5141,2020-03-20,2,species13,233,329,boat10,MBA
5142,2020-03-20,2,species1,69,959,boat3,AB3
5143,2020-03-20,2,species2,709,959,boat3,AB3
5144,2020-03-20,2,species3,136,959,boat3,AB3
5145,2020-03-20,2,species4,45,959,boat3,AB3
5146,2020-03-20,2,species5,402,487,boat8,AB2
5147,2020-03-20,2,species6,59,487,boat8,AB2
5148,2020-03-20,2,species7,26,487,boat8,AB2
5149,2020-03-20,2,species8,231,448,boat4,AB1
5150,2020-03-20,2,species9,115,448,boat4,AB1
5151,2020-03-20,2,species10,102,448,boat4,AB1
5152,2020-03-20,3,species1,83,446,boat7,C3
5153,2020-03-20,3,species2,271,446,boat7,C3
5154,2020-03-20,3,species3,13,446,boat7,C3
5155,2020-03-20,3,species4,79,446,boat7,C3
5156,2020-03-20,3,species3,65,139,boat3,H6
5157,2020-03-20,3,species6,40,139,boat3,H6
5158,2020-03-20,3,species9,28,139,boat3,H6
5159,2020-03-20,3,species12,6,139,boat3,H6
5160,2020-03-20,3,species5,14,184,boat5,C2
5161,2020-03-20,3,species6,16,184,boat5,C2
5162,2020-03-20,3,species7,56,184,boat5,C2
5163,2020-03-20,3,species11,79,184,boat5,C2
5164,2020-03-20,3,species12,0,184,boat5,C2
5165,2020-03-20,3,species13,19,184,boat5,C2
5166,2020-03-20,3,species1,146,146,boat9,H1
5167,2020-03-20,3,species8,54,133,boat1,C1
5168,2020-03-20,3,species9,2,133,boat1,C1
5169,2020-03-20,3,species10,77,133,boat1,C1
5170,2020-03-20,3,species2,234,234,boat6,H2
5171,2020-03-20,3,species8,31,124,boat4,C1
5172,2020-03-20,3,species9,9,124,boat4,C1
5173,2020-03-20,3,species10,84,124,boat4,C1
5174,2020-03-20,3,species2,280,280,boat8,H2
5175,2020-03-20,3,species1,31,31,boat2,H1
5176,2020-03-20,3,species3,115,150,boat10,H6
5177,2020-03-20,3,species6,6,150,boat10,H6
5178,2020-03-20,3,species9,10,150,boat10,H6
5179,2020-03-20,3,species12,19,150,boat10,H6
5180,2020-03-20,4,species5,333,421,boat8,H3
5181,2020-03-20,4,species11,88,421,boat8,H3
5182,2020-03-20,4,species3,105,614,boat2,H5
5183,2020-03-20,4,species6,12,614,boat2,H5
5184,2020-03-20,4,species8,407,614,boat2,H5
5185,2020-03-20,4,species9,49,614,boat2,H5
5186,2020-03-20,4,species12,41,614,boat2,H5
5187,2020-03-20,4,species5,77,131,boat3,H4
5188,2020-03-20,4,species11,54,131,boat3,H4
5189,2020-03-21,1,species3,36,176,boat3,H6
5190,2020-03-21,1,species5,84,176,boat3,H6
5191,2020-03-21,1,species6,15,176,boat3,H6
5192,2020-03-21,1,species9,14,176,boat3,H6
5193,2020-03-21,1,species12,27,176,boat3,H6
5194,2020-03-21,1,species1,370,370,boat9,H1
5195,2020-03-21,1,species4,71,579,boat1,E
5196,2020-03-21,1,species7,216,579,boat1,E
5197,2020-03-21,1,species10,65,579,boat1,E
5198,2020-03-21,1,species13,227,579,boat1,E
5199,2020-03-21,1,species8,254,300,boat10,H4
5200,2020-03-21,1,species11,46,300,boat10,H4
5201,2020-03-21,1,species3,77,216,boat4,H6
5202,2020-03-21,1,species5,72,216,boat4,H6
5203,2020-03-21,1,species6,16,216,boat4,H6
5204,2020-03-21,1,species9,29,216,boat4,H6
5205,2020-03-21,1,species12,22,216,boat4,H6
5206,2020-03-21,1,species3,90,215,boat5,H6
5207,2020-03-21,1,species5,78,215,boat5,H6
5208,2020-03-21,1,species6,41,215,boat5,H6
5209,2020-03-21,1,species9,0,215,boat5,H6
5210,2020-03-21,1,species12,6,215,boat5,H6
5211,2020-03-21,2,species11,128,512,boat5,MBA
5212,2020-03-21,2,species12,14,512,boat5,MBA
5213,2020-03-21,2,species13,370,512,boat5,MBA
5214,2020-03-21,2,species11,69,328,boat1,MBA
5215,2020-03-21,2,species12,14,328,boat1,MBA
5216,2020-03-21,2,species13,245,328,boat1,MBA
5217,2020-03-21,2,species1,33,1123,boat6,AB3
5218,2020-03-21,2,species2,788,1123,boat6,AB3
5219,2020-03-21,2,species3,264,1123,boat6,AB3
5220,2020-03-21,2,species4,38,1123,boat6,AB3
5221,2020-03-21,2,species1,226,1164,boat2,AB3
5222,2020-03-21,2,species2,614,1164,boat2,AB3
5223,2020-03-21,2,species3,293,1164,boat2,AB3
5224,2020-03-21,2,species4,31,1164,boat2,AB3
5225,2020-03-21,2,species5,60,156,boat9,AB2
5226,2020-03-21,2,species6,9,156,boat9,AB2
5227,2020-03-21,2,species7,87,156,boat9,AB2
5228,2020-03-21,2,species8,656,698,boat8,AB1
5229,2020-03-21,2,species9,42,698,boat8,AB1
5230,2020-03-21,2,species10,0,698,boat8,AB1
5231,2020-03-21,3,species5,28,489,boat3,C2
5232,2020-03-21,3,species6,7,489,boat3,C2
5233,2020-03-21,3,species7,166,489,boat3,C2
5234,2020-03-21,3,species11,29,489,boat3,C2
5235,2020-03-21,3,species12,12,489,boat3,C2
5236,2020-03-21,3,species13,247,489,boat3,C2
5237,2020-03-21,3,species8,33,97,boat4,C1
5238,2020-03-21,3,species9,15,97,boat4,C1
5239,2020-03-21,3,species10,49,97,boat4,C1
5240,2020-03-21,3,species5,19,69,boat9,H4
5241,2020-03-21,3,species8,50,69,boat9,H4
5242,2020-03-21,3,species1,72,288,boat5,C3
5243,2020-03-21,3,species2,141,288,boat5,C3
5244,2020-03-21,3,species3,12,288,boat5,C3
5245,2020-03-21,3,species4,63,288,boat5,C3
5246,2020-03-21,3,species3,18,96,boat1,H5
5247,2020-03-21,3,species6,19,96,boat1,H5
5248,2020-03-21,3,species9,47,96,boat1,H5
5249,2020-03-21,3,species12,12,96,boat1,H5
5250,2020-03-21,3,species1,21,21,boat2,H1
5251,2020-03-21,3,species5,3,361,boat6,C2
5252,2020-03-21,3,species6,10,361,boat6,C2
5253,2020-03-21,3,species7,137,361,boat6,C2
5254,2020-03-21,3,species11,62,361,boat6,C2
5255,2020-03-21,3,species12,11,361,boat6,C2
5256,2020-03-21,3,species13,138,361,boat6,C2
5257,2020-03-21,3,species5,21,483,boat7,C2
5258,2020-03-21,3,species6,2,483,boat7,C2
5259,2020-03-21,3,species7,166,483,boat7,C2
5260,2020-03-21,3,species11,3,483,boat7,C2
5261,2020-03-21,3,species12,3,483,boat7,C2
5262,2020-03-21,3,species13,288,483,boat7,C2
5263,2020-03-21,4,species1,11,11,boat2,H1
5264,2020-03-21,4,species5,257,344,boat6,H3
5265,2020-03-21,4,species11,87,344,boat6,H3
5266,2020-03-21,4,species5,17,78,boat4,H4
5267,2020-03-21,4,species11,61,78,boat4,H4
5268,2020-03-21,4,species3,176,553,boat7,H5
5269,2020-03-21,4,species6,49,553,boat7,H5
5270,2020-03-21,4,species8,232,553,boat7,H5
5271,2020-03-21,4,species9,48,553,boat7,H5
5272,2020-03-21,4,species12,48,553,boat7,H5
5273,2020-03-21,4,species4,96,628,boat8,E
5274,2020-03-21,4,species7,105,628,boat8,E
5275,2020-03-21,4,species10,136,628,boat8,E
5276,2020-03-21,4,species13,291,628,boat8,E
5277,2020-03-21,4,species3,148,288,boat9,H6
5278,2020-03-21,4,species6,7,288,boat9,H6
5279,2020-03-21,4,species8,96,288,boat9,H6
5280,2020-03-21,4,species9,21,288,boat9,H6
5281,2020-03-21,4,species12,16,288,boat9,H6
5282,2020-03-22,1,species1,130,130,boat2,H1
5283,2020-03-22,2,species1,192,654,boat10,AB3
5284,2020-03-22,2,species2,403,654,boat10,AB3
5285,2020-03-22,2,species3,25,654,boat10,AB3
5286,2020-03-22,2,species4,34,654,boat10,AB3
5287,2020-03-22,2,species5,385,458,boat3,AB2
5288,2020-03-22,2,species6,69,458,boat3,AB2
5289,2020-03-22,2,species7,4,458,boat3,AB2
5290,2020-03-22,3,species1,64,244,boat1,C3
5291,2020-03-22,3,species2,100,244,boat1,C3
5292,2020-03-22,3,species3,19,244,boat1,C3
5293,2020-03-22,3,species4,61,244,boat1,C3
5294,2020-03-22,3,species3,53,112,boat9,H5
5295,2020-03-22,3,species6,21,112,boat9,H5
5296,2020-03-22,3,species9,33,112,boat9,H5
5297,2020-03-22,3,species12,5,112,boat9,H5
5298,2020-03-22,4,species3,124,255,boat8,H6
5299,2020-03-22,4,species6,32,255,boat8,H6
5300,2020-03-22,4,species8,78,255,boat8,H6
5301,2020-03-22,4,species9,19,255,boat8,H6
5302,2020-03-22,4,species12,2,255,boat8,H6
5303,2020-03-22,4,species1,352,352,boat7,H1
5304,2020-03-22,4,species3,60,155,boat2,H6
5305,2020-03-22,4,species6,9,155,boat2,H6
5306,2020-03-22,4,species8,77,155,boat2,H6
5307,2020-03-22,4,species9,8,155,boat2,H6
5308,2020-03-22,4,species12,1,155,boat2,H6
5309,2020-03-22,4,species3,69,425,boat4,H5
5310,2020-03-22,4,species6,48,425,boat4,H5
5311,2020-03-22,4,species8,282,425,boat4,H5
5312,2020-03-22,4,species9,26,425,boat4,H5
5313,2020-03-22,4,species12,0,425,boat4,H5
5314,2020-03-22,4,species3,46,333,boat9,H5
5315,2020-03-22,4,species6,4,333,boat9,H5
5316,2020-03-22,4,species8,237,333,boat9,H5
5317,2020-03-22,4,species9,10,333,boat9,H5
5318,2020-03-22,4,species12,36,333,boat9,H5
5319,2020-03-22,4,species2,511,511,boat3,H2
5320,2020-03-22,4,species2,705,705,boat1,H2
5321,2020-03-23,1,species2,607,607,boat1,H2
5322,2020-03-23,1,species2,278,278,boat3,H2
5323,2020-03-23,1,species2,394,394,boat5,H2
5324,2020-03-23,1,species1,123,123,boat4,H1
5325,2020-03-23,1,species4,49,515,boat8,E
5326,2020-03-23,1,species7,113,515,boat8,E
5327,2020-03-23,1,species10,89,515,boat8,E
5328,2020-03-23,1,species13,264,515,boat8,E
5329,2020-03-23,1,species2,796,796,boat9,H2
5330,2020-03-23,1,species1,91,91,boat10,H1
5331,2020-03-23,1,species8,153,192,boat7,H4
5332,2020-03-23,1,species11,39,192,boat7,H4
5333,2020-03-23,1,species3,13,89,boat6,H6
5334,2020-03-23,1,species5,8,89,boat6,H6
5335,2020-03-23,1,species6,43,89,boat6,H6
5336,2020-03-23,1,species9,15,89,boat6,H6
5337,2020-03-23,1,species12,10,89,boat6,H6
5338,2020-03-23,2,species5,267,468,boat9,AB2
5339,2020-03-23,2,species6,3,468,boat9,AB2
5340,2020-03-23,2,species7,198,468,boat9,AB2
5341,2020-03-23,2,species8,80,156,boat2,AB1
5342,2020-03-23,2,species9,19,156,boat2,AB1
5343,2020-03-23,2,species10,57,156,boat2,AB1
5344,2020-03-23,2,species1,240,1179,boat1,AB3
5345,2020-03-23,2,species2,538,1179,boat1,AB3
5346,2020-03-23,2,species3,304,1179,boat1,AB3
5347,2020-03-23,2,species4,97,1179,boat1,AB3
5348,2020-03-23,2,species1,285,678,boat3,AB3
5349,2020-03-23,2,species2,24,678,boat3,AB3
5350,2020-03-23,2,species3,279,678,boat3,AB3
5351,2020-03-23,2,species4,90,678,boat3,AB3
5352,2020-03-23,2,species11,171,332,boat6,MBA
5353,2020-03-23,2,species12,42,332,boat6,MBA
5354,2020-03-23,2,species13,119,332,boat6,MBA
5355,2020-03-23,2,species8,7,131,boat4,AB1
5356,2020-03-23,2,species9,29,131,boat4,AB1
5357,2020-03-23,2,species10,95,131,boat4,AB1
5358,2020-03-23,2,species8,579,716,boat8,AB1
5359,2020-03-23,2,species9,37,716,boat8,AB1
5360,2020-03-23,2,species10,100,716,boat8,AB1
5361,2020-03-23,3,species1,224,224,boat2,H1
5362,2020-03-23,3,species3,1,41,boat10,H6
5363,2020-03-23,3,species6,11,41,boat10,H6
5364,2020-03-23,3,species9,23,41,boat10,H6
5365,2020-03-23,3,species12,6,41,boat10,H6
5366,2020-03-23,3,species5,13,586,boat6,C2
5367,2020-03-23,3,species6,12,586,boat6,C2
5368,2020-03-23,3,species7,198,586,boat6,C2
5369,2020-03-23,3,species11,35,586,boat6,C2
5370,2020-03-23,3,species12,12,586,boat6,C2
5371,2020-03-23,3,species13,316,586,boat6,C2
5372,2020-03-23,4,species2,649,649,boat9,H2
5373,2020-03-23,4,species4,48,292,boat1,E
5374,2020-03-23,4,species7,225,292,boat1,E
5375,2020-03-23,4,species10,6,292,boat1,E
5376,2020-03-23,4,species13,13,292,boat1,E
5377,2020-03-24,1,species2,438,438,boat10,H2
5378,2020-03-24,1,species3,19,133,boat5,H5
5379,2020-03-24,1,species6,2,133,boat5,H5
5380,2020-03-24,1,species9,59,133,boat5,H5
5381,2020-03-24,1,species12,53,133,boat5,H5
5382,2020-03-24,1,species1,275,275,boat7,H1
5383,2020-03-24,1,species8,69,89,boat6,H4
5384,2020-03-24,1,species11,20,89,boat6,H4
5385,2020-03-24,2,species1,69,183,boat4,AB3
5386,2020-03-24,2,species2,16,183,boat4,AB3
5387,2020-03-24,2,species3,60,183,boat4,AB3
5388,2020-03-24,2,species4,38,183,boat4,AB3
5389,2020-03-24,2,species1,202,684,boat7,AB3
5390,2020-03-24,2,species2,155,684,boat7,AB3
5391,2020-03-24,2,species3,245,684,boat7,AB3
5392,2020-03-24,2,species4,82,684,boat7,AB3
5393,2020-03-24,2,species5,387,417,boat5,AB2
5394,2020-03-24,2,species6,0,417,boat5,AB2
5395,2020-03-24,2,species7,30,417,boat5,AB2
5396,2020-03-24,2,species8,50,302,boat2,AB1
5397,2020-03-24,2,species9,113,302,boat2,AB1
5398,2020-03-24,2,species10,139,302,boat2,AB1
5399,2020-03-24,2,species5,448,675,boat6,AB2
5400,2020-03-24,2,species6,38,675,boat6,AB2
5401,2020-03-24,2,species7,189,675,boat6,AB2
5402,2020-03-24,2,species11,140,442,boat9,MBA
5403,2020-03-24,2,species12,13,442,boat9,MBA
5404,2020-03-24,2,species13,289,442,boat9,MBA
5405,2020-03-24,2,species5,270,602,boat10,AB2
5406,2020-03-24,2,species6,94,602,boat10,AB2
5407,2020-03-24,2,species7,238,602,boat10,AB2
5408,2020-03-24,2,species11,170,430,boat1,MBA
5409,2020-03-24,2,species12,4,430,boat1,MBA
5410,2020-03-24,2,species13,256,430,boat1,MBA
5411,2020-03-24,3,species8,21,49,boat7,C1
5412,2020-03-24,3,species9,22,49,boat7,C1
5413,2020-03-24,3,species10,6,49,boat7,C1
5414,2020-03-24,4,species1,258,258,boat2,H1
5415,2020-03-24,4,species2,171,171,boat7,H2
5416,2020-03-24,4,species5,94,160,boat6,H3
5417,2020-03-24,4,species11,66,160,boat6,H3
5418,2020-03-24,4,species5,211,220,boat4,H3
5419,2020-03-24,4,species11,9,220,boat4,H3
5420,2020-03-25,1,species4,78,740,boat3,E
5421,2020-03-25,1,species7,255,740,boat3,E
5422,2020-03-25,1,species10,74,740,boat3,E
5423,2020-03-25,1,species13,333,740,boat3,E
5424,2020-03-25,1,species2,721,721,boat7,H2
5425,2020-03-25,1,species3,75,196,boat2,H6
5426,2020-03-25,1,species5,51,196,boat2,H6
5427,2020-03-25,1,species6,32,196,boat2,H6
5428,2020-03-25,1,species9,26,196,boat2,H6
5429,2020-03-25,1,species12,12,196,boat2,H6
5430,2020-03-25,2,species5,368,508,boat9,AB2
5431,2020-03-25,2,species6,12,508,boat9,AB2
5432,2020-03-25,2,species7,128,508,boat9,AB2
5433,2020-03-25,2,species1,44,799,boat4,AB3
5434,2020-03-25,2,species2,421,799,boat4,AB3
5435,2020-03-25,2,species3,317,799,boat4,AB3
5436,2020-03-25,2,species4,17,799,boat4,AB3
5437,2020-03-25,2,species1,55,624,boat2,AB3
5438,2020-03-25,2,species2,296,624,boat2,AB3
5439,2020-03-25,2,species3,229,624,boat2,AB3
5440,2020-03-25,2,species4,44,624,boat2,AB3
5441,2020-03-25,2,species1,176,983,boat5,AB3
5442,2020-03-25,2,species2,557,983,boat5,AB3
5443,2020-03-25,2,species3,212,983,boat5,AB3
5444,2020-03-25,2,species4,38,983,boat5,AB3
5445,2020-03-25,2,species5,430,480,boat3,AB2
5446,2020-03-25,2,species6,28,480,boat3,AB2
5447,2020-03-25,2,species7,22,480,boat3,AB2
5448,2020-03-25,2,species11,136,206,boat1,MBA
5449,2020-03-25,2,species12,58,206,boat1,MBA
5450,2020-03-25,2,species13,12,206,boat1,MBA
5451,2020-03-25,3,species3,65,165,boat9,H5
5452,2020-03-25,3,species6,30,165,boat9,H5
5453,2020-03-25,3,species9,34,165,boat9,H5
5454,2020-03-25,3,species12,36,165,boat9,H5
5455,2020-03-25,3,species2,254,254,boat2,H2
5456,2020-03-25,3,species3,115,176,boat10,H5
5457,2020-03-25,3,species6,3,176,boat10,H5
5458,2020-03-25,3,species9,57,176,boat10,H5
5459,2020-03-25,3,species12,1,176,boat10,H5
5460,2020-03-25,3,species2,310,310,boat8,H2
5461,2020-03-25,3,species2,182,182,boat6,H2
5462,2020-03-25,3,species3,143,249,boat5,H5
5463,2020-03-25,3,species6,33,249,boat5,H5
5464,2020-03-25,3,species9,62,249,boat5,H5
5465,2020-03-25,3,species12,11,249,boat5,H5
5466,2020-03-25,3,species5,36,102,boat7,H4
5467,2020-03-25,3,species8,66,102,boat7,H4
5468,2020-03-25,3,species3,20,55,boat1,H6
5469,2020-03-25,3,species6,8,55,boat1,H6
5470,2020-03-25,3,species9,6,55,boat1,H6
5471,2020-03-25,3,species12,21,55,boat1,H6
5472,2020-03-25,3,species5,10,15,boat4,H4
5473,2020-03-25,3,species8,5,15,boat4,H4
5474,2020-03-25,3,species2,51,51,boat3,H2
5475,2020-03-25,4,species5,59,75,boat9,H4
5476,2020-03-25,4,species11,16,75,boat9,H4
5477,2020-03-25,4,species5,322,340,boat7,H3
5478,2020-03-25,4,species11,18,340,boat7,H3
5479,2020-03-25,4,species2,146,146,boat8,H2
5480,2020-03-25,4,species3,132,372,boat10,H6
5481,2020-03-25,4,species6,1,372,boat10,H6
5482,2020-03-25,4,species8,208,372,boat10,H6
5483,2020-03-25,4,species9,9,372,boat10,H6
5484,2020-03-25,4,species12,22,372,boat10,H6
5485,2020-03-25,4,species1,39,39,boat1,H1
5486,2020-03-25,4,species5,64,162,boat5,H3
5487,2020-03-25,4,species11,98,162,boat5,H3
5488,2020-03-25,4,species3,154,337,boat6,H6
5489,2020-03-25,4,species6,35,337,boat6,H6
5490,2020-03-25,4,species8,103,337,boat6,H6
5491,2020-03-25,4,species9,18,337,boat6,H6
5492,2020-03-25,4,species12,27,337,boat6,H6
5493,2020-03-26,1,species2,634,634,boat8,H2
5494,2020-03-26,1,species8,40,109,boat6,H4
5495,2020-03-26,1,species11,69,109,boat6,H4
5496,2020-03-26,1,species4,77,365,boat7,E
5497,2020-03-26,1,species7,89,365,boat7,E
5498,2020-03-26,1,species10,6,365,boat7,E
5499,2020-03-26,1,species13,193,365,boat7,E
5500,2020-03-26,2,species8,37,160,boat4,AB1
5501,2020-03-26,2,species9,39,160,boat4,AB1
5502,2020-03-26,2,species10,84,160,boat4,AB1
5503,2020-03-26,2,species1,362,1385,boat10,AB3
5504,2020-03-26,2,species2,787,1385,boat10,AB3
5505,2020-03-26,2,species3,191,1385,boat10,AB3
5506,2020-03-26,2,species4,45,1385,boat10,AB3
5507,2020-03-26,3,species1,109,109,boat1,H1
5508,2020-03-26,3,species5,117,296,boat8,H3
5509,2020-03-26,3,species8,179,296,boat8,H3
5510,2020-03-26,3,species1,186,186,boat4,H1
5511,2020-03-26,3,species1,115,457,boat7,C3
5512,2020-03-26,3,species2,334,457,boat7,C3
5513,2020-03-26,3,species3,8,457,boat7,C3
5514,2020-03-26,3,species4,0,457,boat7,C3
5515,2020-03-26,4,species1,52,52,boat8,H1
5516,2020-03-26,4,species5,2,34,boat4,H4
5517,2020-03-26,4,species11,32,34,boat4,H4
5518,2020-03-26,4,species3,33,476,boat3,H5
5519,2020-03-26,4,species6,31,476,boat3,H5
5520,2020-03-26,4,species8,345,476,boat3,H5
